,text
276,"""@babineaux_: I don't got no type. Bad bitches is the only thing I like"" *Iongotnotype"
277,"""@bigbootybishopp: @white_thunduh lassen cc , the coach wants me"" i feel it youll get more my nig no doubt"
278,"""@bleedingtrap: god teeth , gold chain
white bitches , cocaine"""
279,"""@cheetahBluntz_: Its me hoe, its me hoe&#128129;"" shhhhh"
280,"""@chieflottahoes: In D.C., we call them rollers, in Chiraq we call them thots."" All across America they have been known as a hoe."
281,"""@clayton_jenn99: I'm gonna miss that bitch of a bus driver...""no you won't. Don't lie"
282,"""@coltforty2Gone: hate when bitches try and put you in the friendzone. bitch I'm tryin to score put me in the endzone &#128293;&#128293;&#128293;"" ON. MY. SOUL!"
283,"""@datFullerkid: @TreVaughnLG yall both gimped up??"" Ain't tht a bitch huh lol"
284,"""@demi_eggleton: oh my god I love Victoria Mitchell"" all my bitches love me"
285,"""@djsliime: That long distance shit wack I knew the bitch was cheating""- uh oh"
286,"""@fIirting: HE'S DOING IT RIGHT &#128525;&#128120;&#128158; http://t.co/JZKkiVUVjC"" no bitches smh"
287,"""@fatboyswagg347: they BAN dat pussy for life &amp; he gotta pay 2.5 millon dollar fine"""
288,"""@fuckcamoclark: Roses are red and violets are blue and niggers are black, you know that's true."" @dylan72892"
289,"""@glowstruck: But a nigga gon be a nigga, be a nigga."" You sound fuckin retarded"
290,"""@gurl_Im_Angie: @ItsKiaraaaa @WestYourMajesty I'm not even shy stfu"" kikis mom: Hi angelique 
Angelique: Smiles *Dips cracker in soup*"
291,"""@haitian__goLd: Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville. Smh."" &#128514;&#128514;&#128514;&#128514;"
292,"""@hazelebaby: Karma is a bitch #Damn #GodProtectsHisAngels &#128588;""

*sips tea*"
293,"""@hornyjhb: Fuckin hot gym pussy http://t.co/ZVYmcXQuTA"" fuck yeah"
294,"""@iAMPickUpLines: You can call me Fireman cause I turn the hoes on."""
295,"""@iCrawley: I could never have a bby by a lil dick Thts y I got a abortion by the last bitch""- oh My God"
296,"""@iDntWearCondoms: Watch women try to argue with me like they have a dick and actually fucked some pussy before"" I hate when bitches do that"
297,"""@iLGDaily: And smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they come"" are you retarded?"
298,"""@irlfatty: my pussy sweet like watermelon http://t.co/SKlPh3TtoG""

Thotermelon"
299,"""@jSadass: loud bitches annoy me"""
300,"""@jacaxeltlu: Eventually every bitch turns into that hoe."" # Truuu"
301,"""@jaimescudi_: ""@Tonybthrz_: ""@jaimescudi_: I swear if oomf try talking to me tomorrow.."" @"" @BarackObama"" pussy"
302,"""@jama_jam: You bitches be pretending to be TF crazy.."" You ain't never lied..."
303,"""@jasmyncyniquee: @white_thunduh k bye hoe"" um bye .."
304,"""@jayswaggkillah: Jackies a retard #blondeproblems"" At least I can make a grilled cheese!"
305,"""@jboii2: ima keep on giving these pussy ass niggas ah reason to hate !"""
306,"""@jgabsss: Stacey Dash won &#128166; http://t.co/PDLG46rjOL"" baddest bitch evaaaa"
307,"""@juicyyyjayyyy: Side bitch Sunday &#128514;&#128514;&#128514;"" &#128514;&#128514;&#128514;"
308,"""@k_eazy26: Facts what baldheaded bitch made this shit. &#128074;&#128074;&#128555;&#128530; http://t.co/fDYojpT9Xg""

Lmao &#128553;&#128514;"
309,"""@kayreneeee_: Fuck wit us and then we tweakin hoe"" shmurda!"
310,"""@kikiSTFU: I'll break that lil bitch neck and won't even feel sorry about it"" Savage"
311,"""@leikant: This is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex http://t.co/TubivxbxcO"" love me some kinky scallies"
312,"""@likemicah: Y'all dumb ass niggas be so pressed to have hoes. Y'all weak as fuck as fuck"" ...weed over hoes, oreos too."
313,"""@lildurk_: I can turn yo bitch into a eaterrrrrrrrr"""
314,"""@lildurk_: I don't trust dese hoes Nikki told 51st where I stay at all my fans screen shot ASAP"" we finna come to Chiraq and shoot sumn"
315,"""@marackaf: &#8220;@white_thunduh: Aye yall ima tryout for the bowling team frfr&#8221; tryouts passed tho"" no theres two more retard"
316,"""@maybe6789: Now u got what u want bitch ! Enjoy it http://t.co/gLQzwtGMj9"" now this is a crazy party I would love to attend."
317,"""@michelle_westt: Facts ""@POONsoaker: Only the dudes with hoes say they don't got hoes&#8221;"" @J_Austin12"
318,"""@midyWIDEY_: I'm rea start smacking bitches period !"" Bluffin at its best"
319,"""@molssyo: Lifes a bitch, and then you die 
Thats why we get high, cause you neva know when you're gonna go"" my sister is perfect (:"
320,"""@molssyo: One of us is on drugs, and its me but you're still wrong &#128514; @currieburry"" hahahahahahah im a bitch sometimes (:"
321,"""@morgandaylee: I'm feeling pretty fuckin ghetto"" Smh"
322,"""@obey_jrock__: This is a true ride or die bitch &#128175; http://t.co/bkwHX83fkW"" what the fuck hahahahah"
323,"""@ortiz_jaylene: All I see is Bruno's bitch ass on my twitter now. wtf"" Bruno's all that she sees (Drake voice)"
324,"""@ozzie_garza: @white_thunduh I'm about to cool faggot chill"" tf is cool nigga"
325,"""@ozzie_garza: @white_thunduh I'm so sure bitch"" frfr tf"
326,"""@poppunksucks: Twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, Fox, etc are all keeping quiet."
327,"""@queendulaaa: Got a couple bitches saying they know me But I&#8217;ma let the money talk for me &#128526;&#128076;"" AND I'M LIKE... #WWYD"
328,"""@realFORTES: Grudges are for weirdos""and bitches"
329,"""@roLLYuP23: No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol"
330,"""@ronald_iongi: Ummmmmm okay http://t.co/4BVLsci5K5"" you got hoes from left to right &#128514;&#128514; do yah thang!"
331,"""@royalswagg_: using y=mx+b to find the slope of that ass"""
332,"""@rugbysocklad: Hell yeah bro! http://t.co/9yIb45UD6c"" fuck yeah sexy scally lad in hot gear"
333,"""@rugbysocklad: Helping out a mate!! http://t.co/eMNAdO1QOj"" I love scally play. Fuck yeah"
334,"""@rugbysocklad: Lads being Lads! http://t.co/f3UJcYJ4OF"" fuck yeah. I love scally lad action. Hot trainers too."
335,"""@savage_twotone: Next year bitches is gonna be like you gotta promise you won't expose me &#128514;&#128514;&#128557;"""
336,"""@scallynikelad: &#8220;@sleazytwinks: So hot!! RT @opcinjen: Lick it, bitch http://t.co/JLoUkqDcOM&#8221;"" fuck yeah. Eat that trainer u dirty fucker"
337,"""@sierrabernia: &#8220;@T2G_CincoKilby: Y'all think celebrity pussy different from the locals? &#128514;&#8221; yeah Meghan goods is"""
338,"""@sniffsockslad: Need these sox http://t.co/xydb1RchXh"" fuck yeah. I love a kinky scally lad w/ rank sox and sneaks"
339,"""@snoleezey801: I don't ever expose females like that.. That's childish.."" bitch nigga shiiii....."
340,"""@socass_: ""@00sexilexi00: @socass_ yasss""

*trys new things with bestfriend*""

*bitch who do you love*"
341,"""@soxandjox: Thick raw fuck http://t.co/g8RvUHCeBN"" Damn his man pussy is getting a workout."
342,"""@splurgb_: Nothin in life is free.. Some of you bitches need to write that on ya panties""&#128557;&#128514;"
343,"""@stephencdo: @currieburry if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha"
344,"""@talibanshawtyy: Niggas whole hoes out here cuz"" Couldn't had said it better..&#128588;"
345,"""@theaveragerocks: Hardcore way to eat Mac and cheese
1. Boil water 
2. Snort cheese powder
3. Drink boiling water 
4. Fuck bitches"""
346,"""@thebravebird: #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there"
347,"""@thejudyann: annoying bitch that I love http://t.co/8oxlQvQBrC"" JUDYANN'S SO PRETTY!!!!!"
348,"""@thotmouths: http://t.co/aQKGOrAUxx""

Lmao bitch got on some huggies"
349,"""@trestiffer: Hi bitch 
No bitch
Bye bitch"" http://t.co/RbcRXMRtQP"
350,"""@trutherbot: does he look like a bitch?"" @el_capacitor"
351,"""@whoiscoreyking: Chase money &#128176; not &#128581; hoes &#128111; &#128175;&#128175;""&#58399;&#58399;&#58399;&#58399;"
352,"""@whooligan__: can't stand a ""I don't know what I want"" ass nigga &#128564;"" bitch*"
353,"""@wiganzlad: ""@MarkyCrumb: ""@gmail_shorts: I'm on my way http://t.co/MqcZuXlbtT"" love a #chav""hot"" sexy scally fucker."
354,"""@witmyRUDEass: These newly gay bitches don't kno how shit works"""
355,"""@witmyRUDEass: When a bitch don't want a real job they just become strippers lol"" lol."
356,"""@wodaeeex3: Awww Meat Meat In His Feelins""i ainn n my feelings bitch"
357,"""@wodaeeex3: I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem hoe accessories dea &#128064;&#128064;&#128056;&#9749;"
358,"""@worldwarzee_: these hoes ain't loyal."""
359,"""@xoxoclauudia: YASSSSSS, ORDERED CHINESE &#128079;"" bitch you just ate tacos you fat fuck"
360,"""@z0mbiedance: I made that bitch lunch. @elizabethbatman"" Bitches love lunch."
361,"""A NO BRAINER""
But as soon as this bitch gets rich in political power, her views will change!
POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;"
362,"""A pussy a day keeps the devil away"" -@DoperThanYola"
363,"""Ain't that about a bitch""... What does that mean?"
364,"""All these bitches want a baby, I don't want no children."""
365,"""And bitch you must be lost"" &#128514;&#128514;"
366,"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do"
367,"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself."
368,"""Bleed out hoe!!!"" -Alexa"
369,"""Boolin' in the bando wit a few bitches"""
370,"""But I need a bad bitch that's hotter than me"" might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday"
371,"""By the way we do punch bitches."""
372,"""Caesar is home"" RT @Naewoodster: &#8220;@MjaySkillz: https://t.co/mw5KAojKXB""theres so much this bitch looks like. Lets start with ape shit&#8221;&#128557;&#128557;"""
373,"""Dad say hi to my snapchat"" 
Dad ""&#9996;&#65039;&#9996;&#65039; duces bitch"" &#128514;&#128514;&#128553;&#128553;"
374,"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes"""
375,"""Don't know no ugly bitches! Don't know no broke niggas!""--@Kevin_Gates"
376,"""Don't make me make you fall in live with a nigga like meee..."" The birds 1&amp;2 are my favorite songs by Weeknd"
377,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."""
378,"""Don't you ever give my pussy away. You keep it tight, alright?"""
379,"""Dropped a stack cause bitch I'm ON"".
-@1PoloBoy 
Song called ""Dope"".
Download the mixtape here: http://t.co/LaCZ1e6TG7"
380,"""Dumb bitches do dumb things"""
381,"""Eat the pussy like a real nigga hungry"""
382,"""Eff it. Let's go after the cripple."" http://t.co/kSaMx1JPfV"
383,"""Everything look better with a bitch next to it"""
384,"""Facto @ShaunaSayomi: Who cares if you a hoe when your ass looks like this? http://t.co/CJdT987aqf"""
385,"""For every bad bitch there is a nigga tired of fucking her"""
386,"""Foreign chick, no lie.. Man that bitch Beautiful"""
387,"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" http://t.co/Cgx3HNAK9A"
388,"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku"""
389,"""Get me that shit bitch you is fine bear"""
390,"""Get your ass back to Detroit ya fuckin' wigger!"""
391,"""Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe"""
392,"""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please"
393,"""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?"""
394,"""He a bitch for hitting that hoe"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
395,"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus"
396,"""He wanna be my nigga, but I'm just trinna be his savings account &#128553;"" &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;"
397,"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes!"" -Grandpa Carl everyone"
398,"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays"
399,"""Hey pussy you still there?"""
400,"""How hotter than is it?"" ""A bitch."""
401,"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em"""
402,"""How you doing, crazy bitch?"" is hilarious!"
403,"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!""

Like, negro... one of the first things they LOOK at is shoes, dog"
404,"""I call him my bitch"" @MaKennaM_"
405,"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa"
406,"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista"
407,"""I don't love these hoes, baby It's me and you forever"""
408,"""I dont even need a picture of tamar, that bitch is beat in every picture""&#128514;&#128557;&#128514;&#128514;&#128514;"
409,"""I dont have hoes"" &#128564;"
410,"""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her"""
411,"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi"""
412,"""I got a sister, she told me stop calling women bitches.."""
413,"""I guess this is the night bitches die...!!!!"" Stewie is that nigga...!"
414,"""I had a bitch that had a bitch, had the bitch eating halibut.."" - @iamyoungroc #FreshRhymes #JerkSquad #SlowStir"
415,"""I have this lady-love
She's married, but I still wanna bang her
She won't have sex with me
What a bitch"" ~A troubadour, probably"
416,"""I heard you was looking for Candy Man, bitch"""
417,"""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams @LetMicahDown"
418,"""I just got a number 3 I'm a bitch boy"""
419,"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&#128514;"
420,"""I only be with older men cause they're more mature""

That supposed to fool us bitch?"
421,"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand."""
422,"""I said i don't like it, it tastes like wolf pussy"" 
""what? How do you even know what that tastes like"""
423,"""I taught myself how to eat pussy, and cut my own hair""
""I taught myself how to eat pussy hair""&#128514;
Name the movie &#128514;"
424,"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET."""
425,"""I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike""- @YG"
426,"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger."
427,"""I woke up like thi-"" bitch go back to bed"
428,"""I would rather you call me bitch than sir"" -my manager"
429,"""I'll beat on that pussy so hard"""
430,"""I'm a funky ass honkey."" - @jtimberlake 's shout out to @macklemore tonight before ""Cabaret"" &#128514; #JT2020Tour"
431,"""I'm comparing KFC to the pussy"" @MaxOn_MaxOff5"
432,"""I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it!"" -Axl Rose yelling at his sex robot"
433,"""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em"""
434,"""I'm gonna piss on your dimple @SoNi99a_: Stop wasting prayers on trash teams lol"""
435,"""I'm probably your main bitch chocolate dipped cinnamon apple"""
436,"""I'm sick of his shit man @JonnieSantana: Sit his bitch ass, I'm fed up bro RT ""@80sbaby4life: Geno threw yet another pick smh"""""
437,"""I'm sorry I fucked yo bitch... But she really dig a nigga"" @KingL"
438,"""IBS"" irritable bitch syndrome."
439,"""If you love her then hide yo bitch so you'll keep shorty.""
@wizkhalifa"
440,"""If you talk back to me you ain't getting no pussy.""
Me: http://t.co/vgnwcFgvSJ"
441,"""If you're a bad bitch put your hands up high"" 
Every girl in the room starts waving there hands around."
442,"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct"
443,"""In My Mind""
Gotta be the dumb hoe anthem..."
444,"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry"
